application_id,customer_id,applied_at,credit_check_at,decision,decided_at,card_issued_at,requested_credit_limit,approved_credit_limit,created_at,updated_at
app_stduzaxh,cust_drvd511u,2024-04-10,2024-04-10,approved,2024-04-11,2024-04-14,3000,2000,2024-04-10,2024-04-11
app_tgdkr4iz,cust_saj7srgf,2022-12-30,2022-12-30,approved,2022-12-31,2023-01-03,500,2000,2022-12-30,2022-12-31
app_ezpny992,cust_vomxw3hb,2023-12-23,2023-12-23,rejected,2023-12-24,,2000,,2023-12-23,2023-12-24
app_fet28rtl,cust_x5j1iipn,2024-07-31,2024-07-31,approved,2024-08-01,2024-08-04,5000,500,2024-07-31,2024-08-01
app_7izq6ste,cust_e21trbxa,2024-07-01,2024-07-01,approved,2024-07-01,2024-07-07,1000,2000,2024-07-01,2024-07-01
app_row5drhl,cust_13jf46de,2022-12-22,2022-12-22,approved,2022-12-23,2022-12-27,2000,1000,2022-12-22,2022-12-23
app_yjbgi5bn,cust_h0rudbrs,2023-04-23,2023-04-23,approved,2023-04-24,2023-04-30,500,500,2023-04-23,2023-04-24
app_whvrgva7,cust_46mzju1u,2022-05-18,2022-05-18,rejected,2022-05-18,,3000,,2022-05-18,2022-05-18
app_aroatezf,cust_axhf72by,2024-03-25,2024-03-25,rejected,2024-03-26,,5000,,2024-03-25,2024-03-26
app_uy68td72,cust_zx54sd0n,2023-02-28,2023-02-28,approved,2023-03-01,2023-03-06,3000,1500,2023-02-28,2023-03-01
app_0u2te2we,cust_io7rwf2l,2024-03-23,2024-03-23,approved,2024-03-24,2024-03-31,1000,1000,2024-03-23,2024-03-24
app_toeu6kec,cust_v1r9y7n1,2022-08-03,2022-08-03,rejected,2022-08-03,,500,,2022-08-03,2022-08-03
app_tgzgop6r,cust_bei13hes,2023-02-27,2023-02-27,approved,2023-02-28,2023-03-07,3000,2000,2023-02-27,2023-02-28
app_20hp7jh1,cust_ttcrdevc,2023-07-07,2023-07-07,rejected,2023-07-07,,1000,,2023-07-07,2023-07-07
app_zq0qkaii,cust_odp9nufh,2024-02-13,2024-02-13,approved,2024-02-13,2024-02-19,2000,1000,2024-02-13,2024-02-13
app_kng3mp3e,cust_ol7maytx,2023-11-15,2023-11-15,approved,2023-11-16,2023-11-19,5000,1000,2023-11-15,2023-11-16
app_fh4zww81,cust_3rr8jpvq,2024-06-18,2024-06-18,approved,2024-06-19,2024-06-24,1000,500,2024-06-18,2024-06-19
app_ny2zm5ff,cust_ihkpju9h,2024-10-01,2024-10-01,approved,2024-10-03,2024-10-06,5000,1500,2024-10-01,2024-10-03
app_aembjgkj,cust_7ge7mgrh,2024-11-17,2024-11-17,rejected,2024-11-18,,2000,,2024-11-17,2024-11-18
app_j4m8quv1,cust_klwjepw5,2024-06-23,2024-06-23,approved,2024-06-23,2024-06-28,1000,1500,2024-06-23,2024-06-23
app_7mtltaey,cust_wxss3svy,2024-02-06,2024-02-06,approved,2024-02-06,2024-02-10,1000,1000,2024-02-06,2024-02-06
app_qq89vwcs,cust_j807cp4l,2023-12-23,2023-12-23,approved,2023-12-24,2023-12-29,500,2000,2023-12-23,2023-12-24
app_nycnkw0t,cust_cijqn6c4,2022-06-20,2022-06-20,approved,2022-06-21,2022-06-28,500,500,2022-06-20,2022-06-21
app_z0lgfdw6,cust_vy4h03b2,2022-05-22,2022-05-22,rejected,2022-05-22,,5000,,2022-05-22,2022-05-22
app_efdlf56r,cust_ntkluuj7,2023-08-24,2023-08-24,approved,2023-08-25,2023-09-01,1500,2000,2023-08-24,2023-08-25
app_g77cqvsf,cust_gi7611mh,2023-02-12,2023-02-12,rejected,2023-02-13,,1500,,2023-02-12,2023-02-13
app_1z8c3vwh,cust_xt229q7i,2024-09-09,2024-09-09,approved,2024-09-09,2024-09-13,1500,2000,2024-09-09,2024-09-09
app_l2p8nzz6,cust_4oux9slm,2022-02-06,2022-02-06,approved,2022-02-07,2022-02-10,1500,1500,2022-02-06,2022-02-07
app_qu5tubvv,cust_xpfo8608,2022-03-07,2022-03-07,approved,2022-03-07,2022-03-10,1000,500,2022-03-07,2022-03-07
app_s3u32bgk,cust_8ofsmnaw,2022-07-09,2022-07-09,approved,2022-07-09,2022-07-14,500,2000,2022-07-09,2022-07-09
app_dmdz6xec,cust_v488pkwt,2024-08-02,2024-08-02,approved,2024-08-03,2024-08-06,1000,1000,2024-08-02,2024-08-03
app_5k2ertbk,cust_z1y3n0mw,2022-10-22,2022-10-22,approved,2022-10-22,2022-10-26,1500,500,2022-10-22,2022-10-22
app_0at8mywg,cust_3g5smq5u,2022-12-14,2022-12-14,approved,2022-12-15,2022-12-20,1500,1500,2022-12-14,2022-12-15
app_mkzgpoti,cust_m201lda7,2024-07-20,2024-07-20,approved,2024-07-21,2024-07-28,1000,1500,2024-07-20,2024-07-21
app_se1qckq4,cust_l30x0tat,2023-11-08,2023-11-08,rejected,2023-11-09,,3000,,2023-11-08,2023-11-09
app_80tr0xmm,cust_12wbake2,2022-07-01,2022-07-01,approved,2022-07-02,2022-07-09,1000,2000,2022-07-01,2022-07-02
app_vb9lanng,cust_ioaypyem,2024-02-04,2024-02-04,approved,2024-02-05,2024-02-09,3000,2000,2024-02-04,2024-02-05
app_e0gvc50q,cust_jxmb5ltb,2022-10-21,2022-10-21,approved,2022-10-22,2022-10-28,5000,500,2022-10-21,2022-10-22
app_vwet5pbz,cust_bxl2wlx0,2024-11-09,2024-11-09,approved,2024-11-09,2024-11-12,2000,1000,2024-11-09,2024-11-09
app_c7vy2j0k,cust_5yjx5w3o,2023-06-09,2023-06-09,rejected,2023-06-09,,500,,2023-06-09,2023-06-09
app_sh88pfse,cust_v8tj96t1,2024-06-02,2024-06-02,approved,2024-06-02,2024-06-09,500,2000,2024-06-02,2024-06-02
app_a5z8rqhy,cust_n0bu8hra,2024-11-14,2024-11-14,rejected,2024-11-15,,500,,2024-11-14,2024-11-15
app_2dan9v40,cust_d6iwkvyt,2024-01-20,2024-01-20,rejected,2024-01-21,,5000,,2024-01-20,2024-01-21
app_1k98hrtq,cust_fpe5hdpv,2024-07-19,2024-07-19,approved,2024-07-20,2024-07-27,3000,2000,2024-07-19,2024-07-20
app_xic2u0nd,cust_mr0vlkbc,2024-11-26,2024-11-26,approved,2024-11-26,2024-11-30,1000,2000,2024-11-26,2024-11-26
app_8poc4vgz,cust_11dp6g73,2023-07-08,2023-07-08,approved,2023-07-08,2023-07-11,1500,1000,2023-07-08,2023-07-08
app_en9wv7tg,cust_4jdgj8ys,2022-10-22,2022-10-22,rejected,2022-10-23,,1500,,2022-10-22,2022-10-23
app_3n20av93,cust_33pv70lg,2024-09-21,2024-09-21,approved,2024-09-21,2024-09-27,1500,2000,2024-09-21,2024-09-21
app_l5gy2gnj,cust_glygwr70,2023-06-10,2023-06-10,rejected,2023-06-10,,500,,2023-06-10,2023-06-10
app_878pmysd,cust_eqzppw62,2022-09-30,2022-09-30,approved,2022-09-30,2022-10-06,5000,500,2022-09-30,2022-09-30
app_gbge8hah,cust_z1vfujv2,2023-02-27,2023-02-27,rejected,2023-02-27,,500,,2023-02-27,2023-02-27
app_810v303e,cust_05oj38ay,2023-04-17,2023-04-17,approved,2023-04-17,2023-04-22,1500,1500,2023-04-17,2023-04-17
app_wnw4tssi,cust_hx2x5dao,2023-07-30,2023-07-30,approved,2023-07-31,2023-08-05,3000,1500,2023-07-30,2023-07-31
app_aae7ju9c,cust_evs40w58,2022-06-17,2022-06-17,approved,2022-06-18,2022-06-25,1500,500,2022-06-17,2022-06-18
app_8k0yll5m,cust_tdrjdl2a,2024-03-09,2024-03-09,approved,2024-03-09,2024-03-13,500,500,2024-03-09,2024-03-09
app_8xqgzv1l,cust_mkbf6x3l,2024-11-05,2024-11-05,approved,2024-11-05,2024-11-09,1000,2000,2024-11-05,2024-11-05
app_0q2gzevu,cust_wtz568d2,2023-05-25,2023-05-25,approved,2023-05-25,2023-05-31,3000,1500,2023-05-25,2023-05-25
app_9phurv3o,cust_c546rxoz,2024-12-18,2024-12-18,approved,2024-12-19,2024-12-22,500,500,2024-12-18,2024-12-19
app_u7t2war3,cust_8tpn9ht1,2022-12-27,2022-12-27,approved,2022-12-28,2023-01-03,3000,500,2022-12-27,2022-12-28
app_54k9dhll,cust_s9ckhawv,2022-11-20,2022-11-20,rejected,2022-11-20,,3000,,2022-11-20,2022-11-20
app_gh5o9vfx,cust_gielgv3g,2024-08-04,2024-08-04,approved,2024-08-04,2024-08-09,2000,1500,2024-08-04,2024-08-04
app_de8rhx5s,cust_qbrw3g91,2023-04-15,2023-04-15,approved,2023-04-16,2023-04-19,3000,2000,2023-04-15,2023-04-16
app_4pv82an4,cust_mwna3mir,2022-04-17,2022-04-17,rejected,2022-04-18,,500,,2022-04-17,2022-04-18
app_wxfaz77c,cust_bgpfwcin,2024-11-16,2024-11-16,approved,2024-11-16,2024-11-23,500,500,2024-11-16,2024-11-16
app_u7xrxa9n,cust_ppablb5y,2023-04-02,2023-04-02,rejected,2023-04-02,,500,,2023-04-02,2023-04-02
app_m82ww3se,cust_8bucnj1o,2023-04-20,2023-04-20,approved,2023-04-20,2023-04-25,500,2000,2023-04-20,2023-04-20
app_zhczjdz6,cust_garye2kq,2023-06-02,2023-06-02,rejected,2023-06-03,,3000,,2023-06-02,2023-06-03
app_2fmc8lbz,cust_tvza33op,2023-04-30,2023-04-30,approved,2023-04-30,2023-05-05,1500,1500,2023-04-30,2023-04-30
app_ughpgpen,cust_0akgg5pk,2023-10-08,2023-10-08,approved,2023-10-08,2023-10-11,5000,1500,2023-10-08,2023-10-08
app_hopzfd35,cust_z5ww4yym,2024-04-02,2024-04-02,rejected,2024-04-03,,1000,,2024-04-02,2024-04-03
app_tg0p3y4k,cust_ek3lnkoh,2023-03-16,2023-03-16,rejected,2023-03-17,,5000,,2023-03-16,2023-03-17
app_b1rh0qm8,cust_xs3df78q,2024-03-20,2024-03-20,approved,2024-03-21,2024-03-28,1000,1000,2024-03-20,2024-03-21
app_poai4xlr,cust_x476keoc,2024-07-14,2024-07-14,approved,2024-07-15,2024-07-18,3000,2000,2024-07-14,2024-07-15
app_l6wzj001,cust_kjykx9ce,2024-09-18,2024-09-18,approved,2024-09-19,2024-09-24,500,500,2024-09-18,2024-09-19
app_o5ueblui,cust_1fi4x65e,2022-06-01,2022-06-01,approved,2022-06-01,2022-06-04,500,2000,2022-06-01,2022-06-01
app_s0rk0a0m,cust_373dzwi7,2024-06-01,2024-06-01,approved,2024-06-02,2024-06-07,5000,1500,2024-06-01,2024-06-02
app_0eta95ne,cust_l1i81j2a,2022-03-17,2022-03-17,approved,2022-03-17,2022-03-24,2000,2000,2022-03-17,2022-03-17
app_9lukbfw4,cust_r9x7xkp5,2023-05-16,2023-05-16,approved,2023-05-17,2023-05-24,1000,500,2023-05-16,2023-05-17
app_7m7q2b7i,cust_yxtuyl0b,2024-12-22,2024-12-22,rejected,2024-12-22,,1500,,2024-12-22,2024-12-22
app_m47twrkk,cust_8wr4iji9,2024-08-27,2024-08-27,rejected,2024-08-27,,1000,,2024-08-27,2024-08-27
app_onu79ulg,cust_vrustqfo,2022-04-27,2022-04-27,approved,2022-04-28,2022-05-05,1500,2000,2022-04-27,2022-04-28
app_y48tr9hl,cust_kpwdmj3z,2024-03-08,2024-03-08,approved,2024-03-09,2024-03-12,1000,500,2024-03-08,2024-03-09
app_fa7kc6z1,cust_990bsh1f,2022-09-25,2022-09-25,approved,2022-09-27,2022-10-03,1500,1000,2022-09-25,2022-09-27
app_axj5nzpn,cust_3ficlrea,2023-03-17,2023-03-17,rejected,2023-03-18,,2000,,2023-03-17,2023-03-18
app_u1nset63,cust_g2ylfvgp,2023-05-31,2023-05-31,approved,2023-05-31,2023-06-06,1500,2000,2023-05-31,2023-05-31
app_u9rzas3n,cust_zkm9x9e8,2023-12-02,2023-12-02,approved,2023-12-02,2023-12-08,500,500,2023-12-02,2023-12-02
app_dt0ggicq,cust_um4yrv8v,2024-03-27,2024-03-27,rejected,2024-03-28,,500,,2024-03-27,2024-03-28
app_go1p74uv,cust_fswpy6ef,2023-05-24,2023-05-24,rejected,2023-05-25,,500,,2023-05-24,2023-05-25
app_v7vqkreu,cust_bbln1b5o,2023-07-28,2023-07-28,rejected,2023-07-29,,2000,,2023-07-28,2023-07-29
app_ilwn6fky,cust_gf0g46u2,2024-12-11,2024-12-11,approved,2024-12-11,2024-12-15,3000,2000,2024-12-11,2024-12-11
app_pyomvg2o,cust_1zkv4ias,2024-01-20,2024-01-21,approved,2024-01-21,2024-01-25,500,500,2024-01-20,2024-01-21
app_09ptbp33,cust_i9p8tfxs,2023-03-26,2023-03-26,approved,2023-03-28,2023-04-01,3000,1000,2023-03-26,2023-03-28
app_k2z75usz,cust_tjvu1iap,2023-07-31,2023-07-31,approved,2023-08-01,2023-08-04,3000,500,2023-07-31,2023-08-01
app_vnbbijvk,cust_7l7s47td,2022-09-18,2022-09-18,approved,2022-09-18,2022-09-21,1500,2000,2022-09-18,2022-09-18
app_ezc3hb9y,cust_i9c70trv,2022-12-11,2022-12-11,rejected,2022-12-12,,5000,,2022-12-11,2022-12-12
app_hke8gnk7,cust_zh6du9zz,2022-08-22,2022-08-22,approved,2022-08-23,2022-08-27,1500,2000,2022-08-22,2022-08-23
app_bfgi4der,cust_dteba9ne,2024-09-05,2024-09-05,rejected,2024-09-06,,1000,,2024-09-05,2024-09-06
app_tp6so8u5,cust_kku7im2l,2024-05-29,2024-05-29,rejected,2024-05-30,,2000,,2024-05-29,2024-05-30
app_lmg1e3hv,cust_izza9dv2,2024-05-05,2024-05-05,approved,2024-05-06,2024-05-09,500,500,2024-05-05,2024-05-06
app_he58gx7e,cust_lz90z23q,2023-09-12,2023-09-12,approved,2023-09-12,2023-09-15,3000,1500,2023-09-12,2023-09-12
app_13i4e4yb,cust_nd6nylr9,2022-01-27,2022-01-27,rejected,2022-01-28,,1000,,2022-01-27,2022-01-28
app_3f9w9kay,cust_l0yb9c55,2022-06-20,2022-06-20,approved,2022-06-20,2022-06-25,5000,1000,2022-06-20,2022-06-20
app_smc3aipb,cust_ru42jplj,2022-04-16,2022-04-16,approved,2022-04-17,2022-04-22,500,2000,2022-04-16,2022-04-17
app_t6rqpj6v,cust_4jqth0tp,2023-01-04,2023-01-04,approved,2023-01-04,2023-01-09,5000,500,2023-01-04,2023-01-04
app_h3ac7k47,cust_4oepc8tz,2023-11-30,2023-11-30,approved,2023-11-30,2023-12-03,500,500,2023-11-30,2023-11-30
app_e8ieunhz,cust_2ngxcynl,2022-02-18,2022-02-18,approved,2022-02-19,2022-02-24,3000,1500,2022-02-18,2022-02-19
app_kd1ttjwy,cust_8i3zeqqf,2023-09-27,2023-09-27,approved,2023-09-28,2023-10-01,500,1500,2023-09-27,2023-09-28
app_qrd3afed,cust_vk1xv1jl,2023-04-17,2023-04-17,rejected,2023-04-17,,500,,2023-04-17,2023-04-17
app_ynba60p1,cust_ipe7ykrz,2022-11-23,2022-11-23,rejected,2022-11-23,,2000,,2022-11-23,2022-11-23
app_l5s9vqg5,cust_46kt79aa,2023-10-03,2023-10-03,approved,2023-10-04,2023-10-08,2000,500,2023-10-03,2023-10-04
app_psshogoc,cust_52f0u4su,2024-09-24,2024-09-24,approved,2024-09-25,2024-09-29,1000,500,2024-09-24,2024-09-25
app_vz9qlkfa,cust_24qhtljf,2022-08-31,2022-08-31,rejected,2022-09-01,,1000,,2022-08-31,2022-09-01
app_0l8totzd,cust_ulpqp81y,2022-07-01,2022-07-01,approved,2022-07-02,2022-07-06,1000,1500,2022-07-01,2022-07-02
app_7ec653yc,cust_euxhq5r7,2022-02-20,2022-02-20,rejected,2022-02-21,,3000,,2022-02-20,2022-02-21
app_y74bpxa8,cust_anx0h6vy,2024-05-27,2024-05-27,approved,2024-05-28,2024-06-01,500,1500,2024-05-27,2024-05-28
app_nw2uu0tm,cust_r3db24q7,2022-10-31,2022-10-31,approved,2022-11-01,2022-11-07,1500,2000,2022-10-31,2022-11-01
app_fsh414j3,cust_j0jmmyr7,2024-05-12,2024-05-12,rejected,2024-05-13,,1500,,2024-05-12,2024-05-13
app_hjs8khqc,cust_lsuczuj7,2022-12-08,2022-12-08,approved,2022-12-08,2022-12-15,500,1000,2022-12-08,2022-12-08
app_qp46n550,cust_73t2gqyl,2022-12-29,2022-12-29,rejected,2022-12-29,,5000,,2022-12-29,2022-12-29
app_2wzuqug8,cust_ucegyua4,2024-09-01,2024-09-01,approved,2024-09-01,2024-09-05,1500,1500,2024-09-01,2024-09-01
app_2mwox5pj,cust_cprcwfby,2022-03-14,2022-03-14,approved,2022-03-15,2022-03-21,5000,500,2022-03-14,2022-03-15
app_cviudpmt,cust_uf8ri3p4,2022-12-30,2022-12-30,approved,2022-12-30,2023-01-05,500,500,2022-12-30,2022-12-30
app_l4c2y4j5,cust_numvexg4,2024-05-23,2024-05-23,approved,2024-05-24,2024-05-31,500,1000,2024-05-23,2024-05-24
app_ix044o4z,cust_qvdpmm9x,2022-03-11,2022-03-11,approved,2022-03-12,2022-03-19,3000,500,2022-03-11,2022-03-12
app_o7dsut8d,cust_y5kfsnrr,2023-10-19,2023-10-19,rejected,2023-10-19,,500,,2023-10-19,2023-10-19
app_lh1eaofx,cust_9gq2ycqh,2022-06-23,2022-06-23,approved,2022-06-24,2022-06-27,3000,500,2022-06-23,2022-06-24
app_bc41i2b5,cust_pwf5xk1s,2024-09-04,2024-09-04,approved,2024-09-04,2024-09-11,1000,1000,2024-09-04,2024-09-04
app_whg540gm,cust_505s34cg,2024-12-16,2024-12-16,rejected,2024-12-16,,1000,,2024-12-16,2024-12-16
app_yzmrwh2v,cust_t7dkpz4f,2024-03-13,2024-03-13,approved,2024-03-14,2024-03-17,2000,500,2024-03-13,2024-03-14
app_07tehqh7,cust_dlhxbaac,2022-01-28,2022-01-28,rejected,2022-01-28,,5000,,2022-01-28,2022-01-28
app_y3dye9vl,cust_6xbelko4,2022-08-02,2022-08-02,approved,2022-08-02,2022-08-09,2000,500,2022-08-02,2022-08-02
app_qexza43m,cust_9yjg6qoa,2024-10-27,2024-10-27,rejected,2024-10-28,,500,,2024-10-27,2024-10-28
app_ke705680,cust_99hh4rwb,2022-02-09,2022-02-09,approved,2022-02-10,2022-02-15,500,1000,2022-02-09,2022-02-10
app_eowyc3sv,cust_39wf58yj,2022-01-16,2022-01-16,approved,2022-01-16,2022-01-19,1000,500,2022-01-16,2022-01-16
app_o4t69w9y,cust_pogx49jm,2022-04-02,2022-04-02,approved,2022-04-02,2022-04-07,1500,2000,2022-04-02,2022-04-02
app_9nrcqbls,cust_b28mclic,2022-08-31,2022-08-31,rejected,2022-08-31,,3000,,2022-08-31,2022-08-31
app_p8j5kc5p,cust_wc8rvg55,2024-10-24,2024-10-24,approved,2024-10-25,2024-10-29,2000,500,2024-10-24,2024-10-25
app_g4gbc8pb,cust_s6nlm4gl,2023-07-09,2023-07-09,approved,2023-07-09,2023-07-15,5000,2000,2023-07-09,2023-07-09
app_d4qjmgfp,cust_od0r450f,2024-10-23,2024-10-23,rejected,2024-10-24,,1500,,2024-10-23,2024-10-24
app_8eekdkow,cust_b8acr2l6,2022-04-04,2022-04-05,approved,2022-04-06,2022-04-09,2000,500,2022-04-04,2022-04-06
app_pod0kesm,cust_5j0dk90w,2023-06-29,2023-06-29,approved,2023-06-29,2023-07-03,3000,1000,2023-06-29,2023-06-29
app_np3wvm5y,cust_cmblepso,2023-01-10,2023-01-10,approved,2023-01-10,2023-01-14,5000,1500,2023-01-10,2023-01-10
app_qzjx1g9m,cust_fc0xef6a,2024-03-06,2024-03-06,approved,2024-03-07,2024-03-13,2000,2000,2024-03-06,2024-03-07
app_evrbcrev,cust_2lbray5m,2022-08-26,2022-08-26,approved,2022-08-26,2022-08-31,1500,1000,2022-08-26,2022-08-26
app_9bctb8z5,cust_tgknqdw7,2024-09-17,2024-09-17,rejected,2024-09-17,,500,,2024-09-17,2024-09-17
app_le1fgu4p,cust_f3tiveh8,2022-11-18,2022-11-18,approved,2022-11-18,2022-11-21,2000,1500,2022-11-18,2022-11-18
app_p4a3dnqg,cust_th8q92bs,2022-08-25,2022-08-25,rejected,2022-08-26,,3000,,2022-08-25,2022-08-26
app_fp0f0504,cust_kq5o0t4b,2023-01-07,2023-01-07,approved,2023-01-08,2023-01-12,5000,500,2023-01-07,2023-01-08
app_zaejebm1,cust_hdaubm3b,2022-06-23,2022-06-23,approved,2022-06-23,2022-06-28,3000,1500,2022-06-23,2022-06-23
app_bitkrb4l,cust_zqinmm5d,2022-10-07,2022-10-07,rejected,2022-10-08,,5000,,2022-10-07,2022-10-08
app_mpmb8mod,cust_9o2m470n,2022-05-16,2022-05-16,approved,2022-05-17,2022-05-21,5000,1500,2022-05-16,2022-05-17
app_ykg38s30,cust_73wg5m29,2022-02-15,2022-02-15,rejected,2022-02-15,,500,,2022-02-15,2022-02-15
app_aaooqymx,cust_3365rd46,2023-09-04,2023-09-04,approved,2023-09-05,2023-09-11,1000,1000,2023-09-04,2023-09-05
app_da2pev6f,cust_lxozv4w5,2024-03-13,2024-03-13,rejected,2024-03-13,,3000,,2024-03-13,2024-03-13
app_c2ab1q70,cust_ak59w803,2022-05-27,2022-05-27,approved,2022-05-27,2022-05-30,1500,1000,2022-05-27,2022-05-27
app_t9qq9ozo,cust_4pn9a7b7,2022-05-10,2022-05-10,approved,2022-05-10,2022-05-14,500,500,2022-05-10,2022-05-10
app_lypfkif1,cust_rkht1tgl,2024-02-24,2024-02-24,approved,2024-02-24,2024-02-28,3000,500,2024-02-24,2024-02-24
app_378oy6f0,cust_lgnftc46,2022-09-27,2022-09-27,approved,2022-09-28,2022-10-01,1000,1000,2022-09-27,2022-09-28
app_vnzr8nnz,cust_sy9mze9w,2022-09-23,2022-09-23,approved,2022-09-23,2022-09-29,1000,1000,2022-09-23,2022-09-23
app_ti9gi1ym,cust_3daz3rwb,2023-08-06,2023-08-06,rejected,2023-08-07,,500,,2023-08-06,2023-08-07
app_w2a1tany,cust_h2fow2nu,2023-07-13,2023-07-13,rejected,2023-07-13,,1500,,2023-07-13,2023-07-13
app_6yzxxp0v,cust_h4wel9ch,2024-06-27,2024-06-27,approved,2024-06-27,2024-07-04,1500,500,2024-06-27,2024-06-27
app_8gl26hp2,cust_v96nix9t,2024-10-07,2024-10-07,rejected,2024-10-08,,5000,,2024-10-07,2024-10-08
app_5by40232,cust_hk3h3ys1,2022-08-12,2022-08-12,rejected,2022-08-12,,2000,,2022-08-12,2022-08-12
app_8ca6sftu,cust_zfaa2i47,2024-02-18,2024-02-18,approved,2024-02-18,2024-02-25,1500,500,2024-02-18,2024-02-18
app_2ncw3z27,cust_s8h5bqd2,2022-12-17,2022-12-17,rejected,2022-12-18,,2000,,2022-12-17,2022-12-18
app_flpyreol,cust_yodux5x6,2023-02-02,2023-02-02,approved,2023-02-03,2023-02-07,500,1500,2023-02-02,2023-02-03
app_dz0ecojb,cust_cp8na164,2024-11-15,2024-11-15,rejected,2024-11-16,,500,,2024-11-15,2024-11-16
app_2knw5zp6,cust_l5ntjl7p,2022-06-23,2022-06-23,approved,2022-06-24,2022-06-30,3000,500,2022-06-23,2022-06-24
app_p0xfi7mc,cust_vqvaeutj,2022-02-06,2022-02-06,rejected,2022-02-07,,5000,,2022-02-06,2022-02-07
app_zfq5201x,cust_tqu72j7i,2023-07-07,2023-07-07,approved,2023-07-08,2023-07-14,5000,500,2023-07-07,2023-07-08
app_uxdlth6s,cust_uwkxt0az,2024-07-12,2024-07-12,approved,2024-07-13,2024-07-16,2000,2000,2024-07-12,2024-07-13
app_31eptzvf,cust_4rtq0bxw,2024-05-12,2024-05-12,rejected,2024-05-12,,1000,,2024-05-12,2024-05-12
app_o4wm8vrb,cust_szo61lqo,2024-03-12,2024-03-12,approved,2024-03-12,2024-03-18,5000,500,2024-03-12,2024-03-12
app_4ue8s0i7,cust_pwlm4fm2,2024-04-10,2024-04-10,approved,2024-04-11,2024-04-15,1000,2000,2024-04-10,2024-04-11
app_2hfsyy3s,cust_ezqjpal1,2022-08-19,2022-08-19,approved,2022-08-19,2022-08-24,500,1000,2022-08-19,2022-08-19
app_jpvpi4v6,cust_pu69cmnj,2022-04-27,2022-04-27,rejected,2022-04-28,,5000,,2022-04-27,2022-04-28
app_305t2l4z,cust_b2cvb6db,2022-08-13,2022-08-13,approved,2022-08-13,2022-08-18,5000,1000,2022-08-13,2022-08-13
app_vor3hujz,cust_n1o5bqwy,2024-04-25,2024-04-25,approved,2024-04-25,2024-04-30,2000,1000,2024-04-25,2024-04-25
app_oj1xc755,cust_6afbajfq,2024-06-06,2024-06-06,rejected,2024-06-06,,2000,,2024-06-06,2024-06-06
app_ppgaq6m2,cust_ym7y6clg,2024-10-21,2024-10-21,approved,2024-10-21,2024-10-26,2000,500,2024-10-21,2024-10-21
app_sw12fbv9,cust_fnumz98t,2024-10-29,2024-10-30,approved,2024-10-30,2024-11-05,1000,1500,2024-10-29,2024-10-30
app_ixi3wgu6,cust_7gjcml88,2022-12-09,2022-12-09,approved,2022-12-09,2022-12-13,500,500,2022-12-09,2022-12-09
app_xicg161x,cust_0axw9vrz,2023-09-23,2023-09-23,approved,2023-09-24,2023-09-27,500,500,2023-09-23,2023-09-24
app_u4px19qu,cust_zmqp7rxk,2022-05-02,2022-05-02,approved,2022-05-02,2022-05-06,3000,500,2022-05-02,2022-05-02
app_pj32hrbf,cust_wojwf50s,2023-09-21,2023-09-21,approved,2023-09-21,2023-09-27,5000,2000,2023-09-21,2023-09-21
app_8mnqlx6d,cust_5avpk9wf,2023-06-15,2023-06-15,approved,2023-06-15,2023-06-19,2000,1000,2023-06-15,2023-06-15
app_g46fwvrg,cust_mmv8b71k,2022-05-30,2022-05-30,rejected,2022-05-30,,500,,2022-05-30,2022-05-30
app_el03xxk8,cust_130iymn8,2022-11-15,2022-11-15,approved,2022-11-15,2022-11-19,2000,2000,2022-11-15,2022-11-15
app_dvemd3n9,cust_f8sljrtv,2024-08-17,2024-08-17,approved,2024-08-17,2024-08-22,1500,500,2024-08-17,2024-08-17
app_h515zz7s,cust_anxaoeyg,2024-05-04,2024-05-04,rejected,2024-05-04,,500,,2024-05-04,2024-05-04
app_cfl6qoqq,cust_2ml0lrk4,2024-10-23,2024-10-24,approved,2024-10-25,2024-10-31,1500,1000,2024-10-23,2024-10-25
app_4bov18as,cust_cxu1cxx3,2023-11-15,2023-11-15,approved,2023-11-15,2023-11-19,1500,2000,2023-11-15,2023-11-15
app_6kuikesr,cust_qmbeaabr,2024-05-28,2024-05-29,approved,2024-05-30,2024-06-04,3000,1000,2024-05-28,2024-05-30
app_d9gbu00e,cust_y15caeel,2024-12-01,2024-12-01,approved,2024-12-02,2024-12-09,1000,1500,2024-12-01,2024-12-02
app_c2nt9gst,cust_zlhr69h0,2024-08-18,2024-08-18,approved,2024-08-19,2024-08-22,2000,1500,2024-08-18,2024-08-19
app_3tkahayg,cust_hr4alv0l,2023-09-22,2023-09-22,approved,2023-09-22,2023-09-29,1000,1500,2023-09-22,2023-09-22
app_6h8cnzev,cust_31qx4q7x,2024-05-17,2024-05-17,approved,2024-05-17,2024-05-22,1000,500,2024-05-17,2024-05-17
app_8jdxs0ur,cust_tmxebgxp,2022-09-27,2022-09-27,approved,2022-09-28,2022-10-01,2000,1000,2022-09-27,2022-09-28
app_2rbpjjpf,cust_np6w30y2,2022-08-06,2022-08-06,approved,2022-08-06,2022-08-13,1500,500,2022-08-06,2022-08-06
app_fu4j3ebm,cust_c9onqyqp,2024-03-22,2024-03-22,approved,2024-03-22,2024-03-26,500,1500,2024-03-22,2024-03-22
app_u7ot62hb,cust_rk1mpla1,2022-11-11,2022-11-11,approved,2022-11-12,2022-11-16,500,2000,2022-11-11,2022-11-12
